label,text
Negative,Ia satu penghinaan kepada istana.
Positive,"Sekarang rumah RM300,000 habis 'sekelip mata'"
Positive,"Ini memang terkawal tidak naik harga, maka jika kata kos sara hidup naik sebab barangan, ini tidak betul"
Positive,spontan dan paling penting mencuit hati ramai peminat termasuk mengenai Pilihan Raya Umum
Positive,Yang paling penting ialah orang itu mesti melindungi harga diri sebanyak mungkin kerana itulah perkara pertama yang terjejas apabila anda dibuli
Negative,Pengerusi negeri tapi tak kenal ahli bahagian.
Negative,kerana greece tidak mampu mengimport manakan dan harganya melambung
Positive,"Jika mood ini dikekalkan, kita berupaya menghadapi lawan dengan penuh tanggungjawab dan beroleh kemenangan cemerlang"
Positive,Mereka merancang untuk memperkenalkan semula subsidi yang biarpun popular namun boleh menjejaskan ekonomi
Negative,berkata demikian mengulas laporan berita mengatakan bahawa kerajaan secara konsisten enggan membenarkan pemerhati luar semasa PRU14
Negative,Adalah malang Mohamed Azmin tidak ambil peluang ini untuk membuktikan komitmen anti-rasuah Harapan di negeri itu
Positive,walaupun paras sesuatu mata wang sebahagian besarnya sepatutnya ditentukan oleh ekonomi yang berubah-rubah tetapi keadaan sering berlaku sebaliknya apabila perubahan sesuatu mata wang turut membuka peluang-peluang ekonomi
Negative,Dengan pertambahan pendapatan yang begitu besar apa perlunya cukai tambahan seperti GST
Positive,"Kita (kerajaan negeri) memerlukan bekalan air tambahan sehingga 310 juta liter sehari pada tahun 2020, namun sistem ini (ORS) mampu menampung sehingga 500 juta liter sehari."
Positive,membenarkan permohonan pihak pembelaan supaya perintah tutup mulut sementara diberikan dalam kes dakwaan pecah amanah dan salah guna kuasa melibatkan bekas perdana menteri
Positive,"Kita bersedia bekerjasama dengan rakan media dalam apa jua tindakan diambil, media adalah pihak yang sentiasa berada di lapangan dan mendengar keluhan rakyat yang boleh dikongsikan dengan SPRM Pahang untuk tindakan lanjut"
Negative,"Selain daripada kebakaran, kemalangan dan penderaan, hukuman dan tekanan juga dikenakan ke atas pelajar oleh ustaz yang tidak mempunyai latihan pendidikan yang sempurna dan profesional."
Negative,Saya benar-benar takut.
Positive,Kita mahukan pembangkang yang konstruktif dan bukannya destruktif kerana tiada pembangunan dapat dilaksanakan dengan kehadiran pembangkang yang sentiasa bersikap negatif
Positive,"BN Kota Belud akan berusaha untuk mengadakan program ini sekerap yang mungkin bergantung kepada keadaan dan kita akan menentukan lokasi berbeza bagi memberi peluang kepada penduduk yang tinggal di pedalaman Kota Belud menikmati program ini,"
Positive,"Firma itu juga memohon perintah mandatori supaya barangan berkenaan dikembalikan atau secara alternatif, jika ia tidak dapat dipulangkan, Rosmah wajar membayar jumlah yang dinyatakan berdasarkan nilai barangan kemas tersebut."
Negative,dijangka meruncingdalam laporan terbarunya bank dunia berkata daripada negara asia yang ekonominya dianalisis malaysia adalah di antara beberapa buah negara yang ekonominya dijangka meruncing
Positive,Aplikasi ini turut menyediakan analisa keputusan bagi membolehkan pemohon memadankan keputusan mereka dengan program yang bersesuaian
Negative,"Sebelum ini, saya sering dikeji dan dituduh pelbagai perkara dan ia adalah perkara lumrah dalam politik"
Negative,"Lebih malang, sebahagian besar daripada dana awam bernilai RM250 juta hilang begitu saja"
Positive,Mereka kata mereka mahukan pendidikan yang baik untuk anak
Positive,BN sapu bersih 10 daripada 12 PRU
Negative,ekonomi sesebuah negara yang dibina selama berpuluh-puluh tahun runtuh dalam sekelip mata akibat tindakan tidak bertanggungjawab penyanggak mata wang ini yang memanipulasi nasib berjuta-juta rakyat sesebuah negara kata dr mahathir
Negative,kalau betul apa yang dikatakan oleh pihak myanmar bahawa mereka sedang memerangi terorisme mereka patut membenarkan media dan bantuan kemanusiaan untuk masuk ke kawasan konflik bagi mengesahkan tuduhan mereka
Positive,memajukan Tasik Kenyir sebagai hab pelancongan yang mencipta peluang ekonomi untuk penduduk.
Positive,Hutang negara juga tidak begitu tinggi.
Negative,Terlalu banyak fitnah dan berita palsu untuk meniup kebencian terhadap kerajaan
Negative,Mereka yang buat aduan tak faham
Negative,"Walaupun rakyat semakin bijak menilai baik dan buruk, namun saya bimbang perkara berulang menyebabkan mereka terpengaruh"
Negative,jumlah pampasan lebih besar mungkin terpaksa ditawarkan sekiranya pemain tidak bersetuju untuk menamatkan kontrak mereka.
Positive,'onsoi' yang bermaksud baik dalam bahasa Murut
Positive,kerajaan perlu terus membantu golongan sasaran ini
Positive,"Sejak saya mengambil alih (Selangor) sudah hampir empat tahun, tiada catuan air, saya tidak benarkan."
Positive,Manakala bagi pegawai bantuan pula elaun RM7.80 dinaikkan kepada RM9.80 sejam.
Positive,"Kita menyasarkan CP Kejar mempunyai 500,000 keahlian di seluruh negara menjelang akhir tahun ini."
Positive,"Syukur dengan pendekatan (diambil kerajaan) yang kukuh dan pro-aktif, kami pulih dengan cepat daripada krisis global antara tahun 2008 hingga 2009, dan kami menikmati tempoh pertumbuhan yang kukuh"
Positive,Mereka akan menyediakan bantuan kemanusiaan selain menyumbang kepada usaha membina semula Yaman sekiranya diperlukan
Positive,"Sebab itu saya berani turun ke kem- kem sekarang ini, untuk menjanjikan kepada anggota tentera bahawa agenda ini tak bermusim, tapi kita perlukan mandat utuk merealisasikannya"
Negative,Apa yang dapat saya katakan adalah Mukhriz dan Mahathir sama saja.
Positive,"Mungkin ini tanggunjawab sosial (CSR) untuk kami, ini adalah pengalaman pembelajaran"
Positive,Rancang perjalanan awal kalau tidak mahu mahal
Positive,Saya ucapkan syabas dan tahniah atas tindakan segera yang mereka lakukan
Positive,"Kita berharap segala persediaan dan program kemasyarakatan yang dilakukan selama ini dapat memberi kepuasan kepada semua pihak, sekali gus memilih calon MCA pada PRU14 nanti"
Negative,Had perbelanjaan calon pilihan raya langsung tidak mampu mengawal perbelanjaan parti politik.
Positive,Sebenarnya pendapatan kerajaan tiap tahun sejak 2009 hingga 2017 jauh lebih tinggi (3 kali ganda) daripada pendapatan Kerajaan pada 1995-2002. 
Negative,"Lebih merumitkan dinamik ini, PAS membawa agenda Islamnya sendiri...yang disokong dalam diam oleh Umno"
Negative,masyarakat Melayu sememangnya tidak boleh menerima kenyataan ekstremis
Negative,"Ini tidak masuk akal, dengan pemilik berbeza, sistem berbeza dan tentunya tiada integrasi"
Positive,kadar inflasi negara dijangka berada pada tahap terkawal dengan mengalami penurunan kepada peratus tahun ini berbanding peratus pada disokong oleh kestabilan harga minyak global
Negative,Sejumlah wang yang besar ada bertukar tangan
Negative,"Berdasarkan kepada pemerhatian yang kita buat memang setelah kerajaan persekutuan tarik balik aliran bebas, kawasan Wang Kelian sebelah Malaysia merosot dari segi ekonominya dan penduduk hilang mata pencarian"
Positive,"Kerajaan beri bantuan tidak kira waktu, tidak perlu tunggu dekat PRU baru bagi."
Negative,Sudah sampai masa dan ketikanya hayat BN sampai penghujungnya dan akan berakhir pada PRU14
Positive,"Dulu misi saya kekal Pas undi Harapan, hari ni saya seru kalau berani keluar Pas bersama mana-mana parti komponen Harapan"
Negative,jumlah tanggungan hutang adalah besar dan ia memerlukan masa untuk menyelesaikanya
Positive,"Kita sediakan RM6.8 bilion untuk agihan BR1M tahun ini dan (daripada jumlah itu) di Sabah, RM561 juta untuk Sabah"
Negative,tidak berani menyentuh senstiviti agama.
Positive,Kami tidak akan berada di mana kami hari ini jika tidak disebabkan kebijaksanaan dan wawasan anda dan kami mengharapkan pertimbangan baik anda mengenai cara terbaik untuk membentuk persekitaran kos ideal untuk syarikat penerbangan kos rendah 
Positive,Kita ada struktur dalam kementerian di mana ada kerja-kerja yang perlu dilakukan pegawai yang lebih cekap
Negative,Jabatan-jabatan agama yang terlibat juga mendiamkan diri seolah-olah mahu melepaskan diri daripada tanggungjawab ini
Negative,Isu 1MDB adalah isu lama tetapi pihak tidak bertanggungjawab terus menghebohkannya
Positive,Saya dapat rasakan perasaannya seperti apa yang saya rasai semasa berumur 11 tahun untuk memahami apa yang sedang berlaku
Positive,"Kita juga perlu mewujudkan pekerja atau anak muda Malaysia yang menceburi bidang keusahawanan yang mencipta pekerjaan untuk orang lain, menjadi seorang usahawan"
Positive,Saya harap ahli Pas  yang berpendirian sebegitu akan memberi undi kepada Pakatan Harapan (Harapan) pada PRU14 ini
Positive,Masalahnya adalah Umno nak cari kemenangan kelirukan pengundi
Positive,Mereka menerima dengan positif kenyataan yang saya keluarkan.
Positive,Dan tentu sahaja pihak Peguam Negara juga akan mengambil tindakan undang-undang.
Positive,"Di samping bertemu dengan rakyat secara terus, kita turut menyampaikan sumbangan kepada golongan yang memerlukan"
Positive,"Jika kalah pun, kita kurangkan majoriti,"
Positive,"Namun, taktik tersebut tidak berjaya kerana ia akhirnya ditemukan oleh penguatkuasa SFC"
Negative,Ada parti sengaja lewat berbuat demikian kerana strategi.
Negative,"Semasa dalam PKR, saya memang memperjuangkan nasib golongan muda, ibu tunggal dan warga emas, namun sehingga semasa keluar parti pun, saya tidak nampak sebarang wawasan untuk anak muda dan golongan berkenaan jika terus bersama PKR"
Positive,"Sebaik saja habis hutang, tidak perlu lagi wujud 1MDB"
Positive,Mereka yang masih belum mendaftar sebagai pemilih masih boleh berbuat demikian berikutan ia dibuka sepanjang tahun
Positive,"kita juga perlu menyelami nilai kemanusiaan dan menjadikan dakwah sebagai agenda utama. Maka tidak wajar untuk kita menghukum, mencaci sehingga mampu menjadi fitnah kembali ke atas agama Islam."
Positive,Kemudahan ini bertujuan membantu guru berkongsi bahan pembelajaran dan pengajaran berkualiti bagi pencapaian murid
Positive,"Selain itu, kita juga berhasrat untuk mewujudkan pembelajaran abad ke-21 apabila sekolah ini siap kelak"
Positive,telah berjanji untuk memansuhkan dasar senarai hitam ke atas peminjam
Positive,Shahidan juga mengecam Perlis Hope di Facebooknya
Positive,"Jadi, itu masalah dihadapi negara, maka kerajaan berpendapat lebih baik kerajaan hulurkan bantuan daripada lihat 50,000 ‘inderect’ dan 10,000 ‘direct’ pekerja hilang pekerjaan,"
Negative,hanya untuk menawan semula kuasa dan menyambung semula peranan autoritarian beliau yang terdahulu
Negative,pemimpin pembangkang datuk seri anwar ibrahim dalam satu ceramah blackout di kelana jaya ketika itu turut membuat tuduhan yang sama dengan mengatakan sebanyak peratus rakyat malaysia campur rakyat bangladesh campur rakyat filipina campur rakyat indonesia
Positive,Keputusan mengejutkan Mahkamah Persekutuan ini sepatutnya menjadi 'wake-up call' kepada pihak kerajaan negeri dan pihak berkuasa agama negeri untuk segera memperkemaskan undang-undang syariah masing-masing
Positive,Generasi muda diingatkan bahawa mereka mempunyai kuasa untuk menentukan arah tuju politik negara bagi menjamin masa depan yang lebih baik.
Negative,"Jangan hanya bersandiwara dan main-mainkan seolah-olah Bumiputera di Pulau Pinang terus terpinggir, sedangkan agensi bertanggungjawab dipimpin pemimpin Umno."
Positive,perlu bijak menilai setiap hujah oleh gabungan pembangkang yang sudah pastinya akan dihiasi dengan maki hamun terhadap pemimpin-pemimpin
Positive,Saya galakkan orang sebelah sana yang rasa benci kepada pemimpin mereka tetapi tak berani bersuara (mengenai rasa tak puas hati) tentang kleptokrasi
Positive,Saya juga suka melihat bagaimana penduduk di sini bersatu padu melakukan sesuatu perkara.
Negative,Tindakan OKS ini seolah-olah tidak menghormati 2 pemimpin negara dan boleh memberi imej buruk kepada mereka
Positive,"Dalam hal ini, NUTP akan memberikan bantuan terbaik untuk guru ini"
Positive,"Asalkan anak pandai membaca dan mengira, cukup untuk kami yang tiada apa-apa (kerakyatan)"
Positive,Kerajaan Persekutuan janji untuk pertimbangkan bantuan RM500 kepada mangsa banjir di negeri ini.
Positive,Peluang kita ada.
Positive,Dalam kabinet (persekutuan) pun ramai menteri datangnya dari Sarawak
Positive,kami akan terus menjalankan tugas kami secara profesional
Negative,Kerajaan tidak ada duit
Negative,amat terkejut dengan gurauan biadab terhadap calon pakatan pembangkang bagi kerusi Parlimen
Positive,Saya harap kerajaan negeri mempercepatkan proses kelulusan dan pewartaan tanah itu sebab proses mengukur sudah pun selesai tahun lalu
Negative,"tindakan itu sebenar­nya merupakan tindakan ter­desak pihak parti politik untuk memancing undi, selain sebagai salah satu cara membetulkan ke­silapan-kesilapan yang telah dilakukan mereka."
Negative,"Saya sudah jelaskan kepada polis, saya merujuk kepada perdana menteri yang terlalu banyak mengurniakan gelaran Tan Sri"
Negative,"Orang Melayu tidak pernah lupa apa yang dinyatakan sebelum ini tentang perlembagaan, Institusi Diraja dan Islam itu sendiri"
Positive,"Oleh itu, menjadi tanggungjawab pemimpin KRT juga untuk menangani berita palsu dan bohong dengan menyampaikan maklumat sebenar atas setiap isu yang dibangkitkan"
Positive,"Dengan usaha gigih dan bantuan kerajaan, seorang anak peneroka Felda, nelayan atau petani kini mampu berjaya sebagai seorang profesional seperti jurutera, akauntan, doktor atau peguam"
Positive,Akta tersebut amat relevan untuk pastikan tiada sangkaan buruk terhadap sumbangan parti politik
Positive,Rafizi tidak mengambil satu sen pun wang rakyat sebaliknya hanya melaksanakan amanah
Positive,Ini kerana kerajaan yang ada pada hari ini menghargai masyarakat luar bandar
Positive,"Selain itu, satu dasar dan piawaian standard perlu diperkenalkan kepada semua agensi kerajaan yang mengendalikan data peribadi bagi memastikan ia diproses selamat dan tidak terdedah kepada penyalahgunaan"
Negative,Tindakan menggunakan wanita untuk memerangkap ahli politik boleh dilihat melalui sudut etika.
Negative,Golongan yang membantah ini terutamanya daripada pedagang-pedagang kelas tahfiz dan juga kalangan agama yang menjangka kerajaan tidak lagi akan memberikan perhatian kepada perakuan-perakuan untuk pengawalan dan penyeliaan sekolah ini.
Positive,"Tetapi zaman  Datuk Seri Najib, beliau telah buktikan kerajaan liberal dari segi kebebasan sebab itu kita hapuskan ISA dan pinda AUKU untuk beri kebebasan kepada pelajar"
Positive,Harapan saya supaya kerjasama antara Pejabat Pembangunan Negeri dan Pejabat Daerah serta agensi lain dapat memastikan projek yang dilaksanakan itu benar-benar mencapai matlamat dan bantuan sampai kepada golongan sasaran
Negative,tidak akan berjaya mempengaruhi pengundi sehingga berlakunya tsunami Melayu atau Cina
Positive,"Pada pandangan PAS ada benda yang tidak betul (pada 1MDB) dan ia perlu disiasat, mesti diperbetulkan dan tubuh suruhanjaya diraja, kawal aset, hadapkan mereka ke muka pengadilan"
Positive,Kita sedang mengkaji dari pelbagai sudut Perlembagaan bagaimana kita boleh mengenakan cukai ke atas sumber-sumber kita yang ada bagi menambah hasil pendapatan negeri
Positive,"Sekolah tidak lagi perlu mengejar GPS kerana penilaian murid sekarang melibatkan pencapaian akademik, pentaksiran bilik darjah; pentaksiran aktiviti jasmani, sukan dan kokurikulum serta pentaksiran psikometrik"
Positive,Kami berpendapat SPR telah mematuhi dan berpegang tepuh pada prinsip yang termaktub dalam Jadual Ke-13 Perlembagaan Persekutuan
Positive,Saya sentiasa menyatakan bahawa kita rakyat Sabah tahu membalas budi dan memang penyokong kuat Barisan Nasional
Positive,"Kita bersedia, sememangnya PH mahu menumpukan setiap kerusi MCA, tapi kita bersedia"
